,FVOL,CRSP Market
2001-06-28,1.0917015224953714,1.07009828404536
2001-06-29,1.091987496396345,1.0739506378679233
2001-07-02,1.0935754337262251,1.0800721565037705
2001-07-03,1.0939100977325698,1.077912012190763
2001-07-05,1.093607429663436,1.0646536944408167
2001-07-06,1.0928949426600285,1.040379590207566
2001-07-09,1.0940790034737138,1.0466218677488115
2001-07-10,1.0945359757854762,1.0313411884796788
2001-07-11,1.0945026496455847,1.0295879084592634
2001-07-12,1.095146901749782,1.0548128122165152
2001-07-13,1.0958127531336976,1.0605088014024846
2001-07-16,1.0972634367775713,1.0483129501863562
2001-07-17,1.0985162414523195,1.0595298987533501
2001-07-18,1.0996661040687283,1.052219142451952
2001-07-19,1.0998690100266006,1.0574802381642117
2001-07-20,1.0993571101181416,1.0542020494259026
2001-07-23,1.0985034970926892,1.0378619176598012
2001-07-24,1.0987480756331371,1.0203220512513504
2001-07-25,1.098283058444796,1.034402495558619
2001-07-26,1.0973549475415334,1.0468153255053225
2001-07-27,1.097227235459794,1.0493276822865352
2001-07-30,1.0972611739090887,1.0482783546042487
2001-07-31,1.0967531913400765,1.0536245742127304
2001-08-01,1.0942831090821643,1.0587873346263728
2001-08-02,1.092143522542929,1.0623872115641024
2001-08-03,1.0888193780881783,1.0572877529485947
2001-08-06,1.0871683439878583,1.0451289437896858
2001-08-07,1.085365855743242,1.047323714571644
2001-08-08,1.0841880661358039,1.0294144790524689
2001-08-09,1.0834766159479794,1.0288997718129427
2001-08-10,1.0868979960581566,1.0336327107632821
2001-08-13,1.0869147525172427,1.0360100659980376
2001-08-14,1.0868350449753568,1.0331092378132432
2001-08-15,1.0885065580137268,1.0255675403772064
2001-08-16,1.0896283606711952,1.0278237889660362
2001-08-17,1.0907036572711395,1.01107026120589
2001-08-20,1.0911544420102863,1.0183499670865725
2001-08-21,1.092562953672723,1.006027932484825
2001-08-22,1.0950034280503689,1.0132713335987158
2001-08-23,1.0968072750671525,1.0102315195979197
2001-08-24,1.0987977740481973,1.0290218258624408
2001-08-27,1.100883887669965,1.024802836376405
2001-08-28,1.1021925982132135,1.0099431952489473
2001-08-29,1.102246983488765,1.0002477405745573
2001-08-30,1.102533622872889,0.9842437767253644
2001-08-31,1.102544851759307,0.9882791762099384
2001-09-04,1.1024017479400292,0.9872908970337285
2001-09-05,1.1030823562168046,0.9843290243426274
2001-09-06,1.1035286455229545,0.963559681928998
2001-09-07,1.1038798027912022,0.9461192516860831
2001-09-10,1.105294872524597,0.9498091167676589
2001-09-17,1.1040445974775293,0.9022236800175991
2001-09-18,1.0997595072909405,0.8950058905774583
2001-09-19,1.0957514392852594,0.8802382933829302
2001-09-20,1.092698151158223,0.8535670730934276
2001-09-21,1.0870513452662918,0.8370078718754151
2001-09-24,1.0852686334433161,0.8692326749426186
2001-09-25,1.0823929122665352,0.8758388432721825
2001-09-26,1.0800140946031513,0.8701458907909134
2001-09-27,1.0787411880244908,0.8798915247677718
2001-09-28,1.0759823840808267,0.8998650623800002
2001-10-01,1.074211106975564,0.8959056561055282
2001-10-02,1.0710541218682608,0.9064773428475734
2001-10-03,1.0670483208158863,0.9272356739987828
2001-10-04,1.0638517801632663,0.926308438324784
2001-10-05,1.062419120849128,0.9267715925439464
2001-10-08,1.0611152109207913,0.9194500969628492
2001-10-09,1.0592539692581164,0.9148528464780349
2001-10-10,1.059424907124977,0.9365348589395641
2001-10-11,1.0601264004995872,0.9529242189710065
2001-10-12,1.0619230185501727,0.947587843344769
2001-10-15,1.0625348702985185,0.9469245318544276
2001-10-16,1.0640867326881356,0.9544052356560776
2001-10-17,1.0622187092305035,0.9351262498958248
2001-10-18,1.0589816098779883,0.9284868535215646
2001-10-19,1.0550983655132768,0.9335935312159332
2001-10-22,1.052852807905603,0.9477841528904155
2001-10-23,1.0513999716096756,0.9431400105412524
2001-10-24,1.0492704085896654,0.9438945225496853
2001-10-25,1.0442027631521766,0.9573922142221458
2001-10-26,1.040442716629741,0.9614132615218788
2001-10-29,1.036782269777775,0.939012332528419
2001-10-30,1.032592739573973,0.9224857154759188
2001-10-31,1.0291879955157928,0.9242384383353232
2001-11-01,1.0249283255093216,0.9437398693841984
2001-11-02,1.0211819669278557,0.9455329751360284
2001-11-05,1.0178682393890577,0.9590540966804736
2001-11-06,1.0137253044898016,0.9729603810823404
2001-11-07,1.0100721805918442,0.9709171642820675
2001-11-08,1.0073465206196637,0.9716938980134932
2001-11-09,1.0028483448253882,0.9724712531319039
2001-11-12,1.0006348046326325,0.9718877703800247
2001-11-13,0.999830230137322,0.9900620716861311
2001-11-14,0.999753872346074,0.9936262951442013
2001-11-15,0.9994077931545541,0.9937256577737157
2001-11-16,0.9982002689152113,0.9913407161950588
2001-11-19,0.9984445325303272,1.0028402685029216
2001-11-20,0.9978205760766902,0.9949178303817485
2001-11-21,0.9981759216004423,0.9902417165789544
2001-11-23,0.9982722167842489,1.0019265688345862
2001-11-26,1.0002965191569748,1.0092406327870787
2001-11-27,1.002100854479129,1.0036898093067497
2001-11-28,1.0049669388927605,0.9859244996820201
2001-11-29,1.0078987474893721,0.9973612238783316
2001-11-30,1.0091587250064524,0.9960646542872897
2001-12-03,1.0124809504310732,0.9875981047258479
2001-12-04,1.016928611976632,1.0019182772443727
2001-12-05,1.0199922179740901,1.0251627812764421
2001-12-06,1.0221374023492802,1.024035102217038
2001-12-07,1.0246053223968559,1.0165596459708537
2001-12-10,1.027347471272659,1.0012095953166937
2001-12-11,1.0290742542271019,0.999307297085592
2001-12-12,1.0314729781620773,0.9998069507341347
2001-12-13,1.0313050748363128,0.9848098464731226
2001-12-14,1.0331074766438197,0.9878627569971894
2001-12-17,1.0363271193790968,0.9983341022213595
2001-12-18,1.0390991754173318,1.006819942090241
2001-12-19,1.040620412172013,1.0112499498354381
2001-12-20,1.0417126901772686,1.0019464502969522
2001-12-21,1.0417283259476244,1.0077577397086745
2001-12-24,1.042677050132626,1.008060067030587
2001-12-26,1.0441330244557823,1.01310036736574
2001-12-27,1.0450094596817479,1.0201920699373
2001-12-28,1.0463077566967944,1.0244768766310366
2001-12-31,1.0460765951676188,1.0139247648017369
2002-01-02,1.0463224585255648,1.0183860337668644
2002-01-03,1.047755633255237,1.0285698941045331
2002-01-04,1.0496984205180864,1.0358727403526753
2002-01-07,1.0516863427760692,1.028828805718277
2002-01-08,1.05358485460928,1.0265653823456968
2002-01-09,1.0542011895779937,1.0220484946633759
2002-01-10,1.054718562600787,1.0229683383085728
2002-01-11,1.0551737100086345,1.01427310743295
2002-01-14,1.0549561379302146,1.0057532133305134
2002-01-15,1.0549278318928108,1.0125923351811608
2002-01-16,1.0535736703808254,0.996188339351226
2002-01-17,1.053228079283258,1.0069471734162192
2002-01-18,1.0528101993484693,0.9961728386606656
2002-01-22,1.0515132178028945,0.9882034559513803
2002-01-23,1.0516324491375062,0.9973937480917282
2002-01-24,1.052160517481179,1.0014830624589044
2002-01-25,1.0523332556589204,1.0024845455213631
2002-01-28,1.0520484180277272,1.003086036248676
2002-01-29,1.0525794206220953,0.9777079595315845
2002-01-30,1.0520797536020055,0.9880716639026192
2002-01-31,1.051237684819619,1.001509438531695
2002-02-01,1.0498920124639637,0.99439872151812
2002-02-04,1.0483096162198113,0.9709309116902924
2002-02-05,1.0464380916856975,0.9676297465905455
2002-02-06,1.0449158612529865,0.9601789975417983
2002-02-07,1.0422778940631212,0.956338281551631
2002-02-08,1.040024524968335,0.9716396940564571
2002-02-11,1.038633015876192,0.9846596659568138
2002-02-12,1.0371635250462368,0.9820010848587303
2002-02-13,1.037085402558953,0.9918210957073176
2002-02-14,1.0359441450595683,0.9895399071871908
2002-02-15,1.0346275472210447,0.9785560142174129
2002-02-19,1.0334357381632233,0.9596698831430169
2002-02-20,1.0330633285305058,0.9725294595771334
2002-02-21,1.0318279524755247,0.9578442647375187
2002-02-22,1.0321058617899548,0.9651238811495239
2002-02-25,1.033965037701194,0.9812414499647208
2002-02-26,1.0345093447396376,0.9824189397046786
2002-02-27,1.0353959673005255,0.9833031167504127
2002-02-28,1.0365177311429932,0.9803532074001615
2002-03-01,1.0400616824351283,1.002215083925185
2002-03-04,1.0441676101470472,1.0221591640952963
2002-03-05,1.047505215071286,1.0167417205255913
2002-03-06,1.0488962775717474,1.0309761046129493
2002-03-07,1.0503209945550374,1.0267491025840363
2002-03-08,1.05143923336243,1.0342443710329
2002-03-11,1.053410284150082,1.0373471041459985
2002-03-12,1.056280616509215,1.0345462669648042
2002-03-13,1.0583511687854394,1.025235350562121
2002-03-14,1.0598866395795847,1.0248252564218963
2002-03-15,1.0634982335216452,1.0357908866656105
2002-03-18,1.066187823922969,1.0368266775522759
2002-03-19,1.0693702730581405,1.0404555709237089
2002-03-20,1.0709005541566934,1.0249527829169456
2002-03-21,1.072800563817294,1.0282326318222799
2002-03-22,1.074976248112351,1.0240168780318086
2002-03-25,1.0784375823604233,1.0092710349881506
2002-03-26,1.0822924203751534,1.0154275883015784
2002-03-27,1.086615472089423,1.0211139827960674
2002-03-28,1.0888296443129701,1.0241773247444554
2002-04-01,1.0930664173348577,1.0230507296872366
2002-04-02,1.0975231877784237,1.0137409680470828
2002-04-03,1.1010963914165741,1.003907680657026
2002-04-04,1.1026717470490914,1.0052127606418801
2002-04-05,1.1064288363276364,1.0026997287402755
2002-04-08,1.1095251210027386,1.0063094477637404
2002-04-09,1.108521439609844,1.0003722220219344
2002-04-10,1.1091267973488337,1.011976539797389
2002-04-11,1.1117180491119025,0.9896118582678667
2002-04-12,1.1131308400073499,0.9980235590631436
2002-04-15,1.1155411976760805,0.9914366035733267
2002-04-16,1.1190931886014401,1.0139422144744412
2002-04-17,1.1233082749662944,1.01161014738115
2002-04-18,1.1275513159073915,1.0102950541895546
2002-04-19,1.1296544381891236,1.011103290232906
2002-04-22,1.1316829429229955,0.9960378512084357
2002-04-23,1.1328850903624015,0.9909580581672727
2002-04-24,1.1347125774264433,0.9845168307891854
2002-04-25,1.1374730491292706,0.9835323139583962
2002-04-26,1.13912539893636,0.9697628615629788
2002-04-29,1.1406571360090156,0.9613259246673808
2002-04-30,1.1407770620234454,0.972957968355856
2002-05-01,1.142221994482167,0.980255153118525
2002-05-02,1.1443818315765384,0.978294642812288
2002-05-03,1.1451997163900132,0.9690008437055713
2002-05-06,1.1463751635919497,0.9513650283501299
2002-05-07,1.1462167774572534,0.9479401142480695
2002-05-08,1.1476543920736466,0.9817815763267254
2002-05-09,1.1485489955862733,0.967840277942886
2002-05-10,1.1493357348036084,0.9521612654402112
2002-05-13,1.150687880697468,0.968919303711959
2002-05-14,1.1527196613382948,0.9903324203239933
2002-05-15,1.1539817834592623,0.9865691571267621
2002-05-16,1.1556406473615053,0.9901208060924185
2002-05-17,1.1567243010508363,0.9970516517350653
2002-05-20,1.1580582852398684,0.9843890957580299
2002-05-21,1.1591057287147237,0.9731670600663885
2002-05-22,1.1603923506733353,0.9768650948946408
2002-05-23,1.1611366497845659,0.9872198649005239
2002-05-24,1.1601434464095748,0.9758668364541679
2002-05-28,1.1603541162750137,0.9686454218644072
2002-05-29,1.160737923957843,0.962252362080102
2002-05-30,1.1618243290118544,0.9600391816473178
2002-05-31,1.162561058687596,0.9619592600106125
2002-06-03,1.1616305078634308,0.9386798459183556
2002-06-04,1.1617545001058032,0.9377411660724373
2002-06-05,1.161453065335462,0.9456181918674458
2002-06-06,1.1611077087703134,0.9276514462219643
2002-06-07,1.1611550274587112,0.9284863325235639
2002-06-10,1.1591164453524232,0.9305290024551157
2002-06-11,1.1584454791815826,0.9148030623136242
2002-06-12,1.157816281960692,0.9199259594625805
2002-06-13,1.1574047202227404,0.9098987665044383
2002-06-14,1.156541764956617,0.9093528272445357
2002-06-17,1.1556978395720268,0.9346328358419338
2002-06-18,1.1549277751244869,0.9351936155434389
2002-06-19,1.1525437867435877,0.9200434789716352
2002-06-20,1.1498901214600334,0.907530887657621
2002-06-21,1.14770541674939,0.8937364181652252
2002-06-24,1.1461176550991417,0.8955238910015556
2002-06-25,1.144864028600607,0.8804790896327295
2002-06-26,1.144777393583202,0.8781898439996844
2002-06-27,1.1440980466294353,0.893031252363279
2002-06-28,1.1413893154779862,0.8941921929913513
2002-07-01,1.1392587653144775,0.8735363533332511
2002-07-02,1.1387835514744191,0.8537944317479197
2002-07-03,1.1375699583575365,0.857380368361261
2002-07-05,1.1370665702634712,0.8879031094749217
2002-07-08,1.1353091637429824,0.8772482721612226
2002-07-09,1.1339247387282547,0.8566329377654339
2002-07-10,1.1330447102645247,0.8307626230449178
2002-07-11,1.1319198640830985,0.8354979699962738
2002-07-12,1.1315261011643192,0.830986280958294
2002-07-15,1.1322153703450173,0.8274130399501733
2002-07-16,1.1316367735659911,0.8150845856549157
2002-07-17,1.1329867232649142,0.8202196185445416
2002-07-18,1.1308481424610122,0.7981557108056935
2002-07-19,1.1296711431846833,0.771178047780461
2002-07-22,1.129632706519249,0.7467317036658204
2002-07-23,1.1293274902453867,0.7254498501113446
2002-07-24,1.1323246892210006,0.7649143219574017
2002-07-25,1.1330713717299938,0.7608602760510275
2002-07-26,1.1333193440970437,0.7722731801917928
2002-07-29,1.1330450785450124,0.8140531592401689
2002-07-30,1.1345349479169522,0.8175535878249015
2002-07-31,1.1349546389975271,0.8229494415045459
2002-08-01,1.1353456338469188,0.8009766914163745
2002-08-02,1.1370744474712886,0.7821537391680897
2002-08-05,1.1389443479814239,0.7561080196537924
2002-08-06,1.1412305671405498,0.7790937034512676
2002-08-07,1.143183986318735,0.7932732088540807
2002-08-08,1.1445614630938514,0.8175473690450156
2002-08-09,1.144427512015236,0.8200817658890552
2002-08-12,1.1446326748862947,0.8166374224723212
2002-08-13,1.147113679474452,0.7991613816314135
2002-08-14,1.1510057453236289,0.8292897657189178
2002-08-15,1.1539697572048395,0.839075384954401
2002-08-16,1.1566123941709534,0.839662737723869
2002-08-19,1.157769573984674,0.8579673854062492
2002-08-20,1.1589617812491422,0.8468996061345085
2002-08-21,1.1601622633742754,0.8585021307385513
2002-08-22,1.1621847959482778,0.8699202090773741
2002-08-23,1.1639019822218628,0.8504339963940409
2002-08-26,1.1663190530003202,0.8576626853633903
2002-08-27,1.1672440384314648,0.8444546800087941
2002-08-28,1.1695644705422004,0.8294233867046376
2002-08-29,1.1710081902981822,0.8312481181553878
2002-08-30,1.16914264765683,0.8289206234245527
2002-09-03,1.167382063219563,0.7962611508616254
2002-09-04,1.1643848480841335,0.8109919821525654
2002-09-05,1.1601791512478514,0.7979350112399091
2002-09-06,1.1553421647527364,0.8125372219455994
2002-09-09,1.151584718675466,0.8201750718318881
2002-09-10,1.1474132837154745,0.8256702448131616
2002-09-11,1.1428897442329293,0.8255051107641991
2002-09-12,1.1389657913088105,0.8059406396390875
2002-09-13,1.1362552220937876,0.80908380813368
2002-09-16,1.132027626600312,0.80932653327612
2002-09-17,1.1296982009179621,0.7939493291438737
2002-09-18,1.1301940059511644,0.7903765571627264
2002-09-19,1.1293090857366206,0.767060448726426
2002-09-20,1.1264903453335438,0.7686712756687515
2002-09-23,1.125352288937895,0.7573718079164208
2002-09-24,1.1249121874052774,0.7457840192552996
2002-09-25,1.1223062233235865,0.7640557277270544
2002-09-26,1.1193159195225848,0.7774267029622779
2002-09-27,1.118213842731866,0.7543371298842982
2002-09-30,1.1188868682052535,0.7448324820477561
2002-10-01,1.1204779025379974,0.7714230016568608
2002-10-02,1.1221149488424373,0.7537574149189187
2002-10-03,1.1198711073568728,0.7453153318718269
2002-10-04,1.1167935416976302,0.728620268437898
2002-10-07,1.1171683121397087,0.7141207250959838
2002-10-08,1.1167537894964399,0.7251895963349716
2002-10-09,1.115291133482435,0.7051743634761264
2002-10-10,1.1148133220321288,0.7292913267070099
2002-10-11,1.111826000754224,0.7566397514585228
2002-10-14,1.1105732129298609,0.7625415415198993
2002-10-15,1.1050364626740008,0.7974659441215107
2002-10-16,1.0968623734347815,0.7782470148681823
2002-10-17,1.0881825680720554,0.7970027679265053
2002-10-18,1.0815262944960835,0.8009877817661377
2002-10-21,1.075550293822077,0.8142841789434556
2002-10-22,1.069937906579997,0.8053270529750776
2002-10-23,1.064899804820075,0.8115280712829857
2002-10-24,1.0585280071773229,0.799923219863639
2002-10-25,1.0525548036480374,0.8135219146013208
2002-10-28,1.0474508022200761,0.8068510349015902
2002-10-29,1.0432375898348707,0.7999121160014364
2002-10-30,1.0381913989094813,0.8082312020078514
2002-10-31,1.0365202311641755,0.80499827719982
2002-11-01,1.034971725602526,0.8190052472230969
2002-11-04,1.0308995098106821,0.8255572892008817
2002-11-05,1.0271710270809418,0.8308408558517673
2002-11-06,1.0240368191746645,0.8390661803246996
2002-11-07,1.021390683640042,0.8205228177395237
2002-11-08,1.0184930501342007,0.8130560600980941
2002-11-11,1.016375852143575,0.7961444940480537
2002-11-12,1.0154752881669544,0.8028321077980572
2002-11-13,1.0139995129883486,0.8030729574303966
2002-11-14,1.0125737174817326,0.8227482448874414
2002-11-15,1.0100713914930073,0.8278492840057435
2002-11-18,1.0080211951760916,0.8196535760940867
2002-11-19,1.0065585979903269,0.8158012042864445
2002-11-20,1.0059112793659515,0.8318724880108875
2002-11-21,1.0062053668095965,0.8498409337519226
2002-11-22,1.007385786237312,0.847801315510918
2002-11-25,1.007417022007094,0.8509381803783084
2002-11-26,1.007832798450793,0.83400451058878
2002-11-27,1.0089116921602967,0.8572732364342068
2002-11-29,1.0097190326187706,0.8547871440485476
2002-12-02,1.0105413862388792,0.8540178356189039
2002-12-03,1.0110077394727495,0.8409513627339347
2002-12-04,1.011140823297037,0.8378398426918191
2002-12-05,1.0113919934045468,0.8286236044222091
2002-12-06,1.01117049462583,0.8337610707696267
2002-12-09,1.0099549579318634,0.8150014466773101
2002-12-10,1.0086941698231056,0.8268189676541311
2002-12-11,1.006881767967632,0.8277284685185508
2002-12-12,1.0060798681685927,0.8255763745004024
2002-12-13,1.0047979725578347,0.814348535807197
2002-12-16,1.0035289575053303,0.8324270733021167
2002-12-17,1.0019334157695903,0.8261838702523508
2002-12-18,1.0012231274449879,0.8151130063909694
2002-12-19,1.0023300796887862,0.8094887266468717
2002-12-20,1.0031944378964237,0.8195263868572928
2002-12-23,1.0040942878923926,0.8214932501857503
2002-12-24,1.0044055111122356,0.8173036346098029
2002-12-26,1.0043096048250364,0.8158324880675053
2002-12-27,1.0048057535669264,0.8034318342488792
2002-12-30,1.0065728803727163,0.8062438456687503
2002-12-31,1.0091312070569816,0.8072919626681198
2003-01-02,1.0099544700803529,0.8326409302958988
2003-01-03,1.0090683598748025,0.8317250252725733
2003-01-06,1.0104629043528297,0.8494407683108792
2003-01-07,1.0119187385661554,0.8440892914705207
2003-01-08,1.0126625912907097,0.8326940860356687
2003-01-09,1.0141087676755014,0.8484320042617428
2003-01-10,1.0152201183609992,0.8487713770634475
2003-01-13,1.0171272976658574,0.8477528514109715
2003-01-14,1.0193454008965595,0.8524154920937318
2003-01-15,1.0199379397455934,0.8411636075980945
2003-01-16,1.019235587969111,0.838303651332261
2003-01-17,1.0182656682697506,0.8264835698484762
2003-01-21,1.0177501645579903,0.8138383712297945
2003-01-22,1.0178728066115885,0.8061882905402346
2003-01-23,1.0162001394493596,0.8141695546165827
2003-01-24,1.0145147429436758,0.7915356409982417
2003-01-27,1.013926801580053,0.7784753029217707
2003-01-28,1.0125886575666028,0.7882840917385849
2003-01-29,1.0111710700318906,0.793250281516538
2003-01-30,1.0105524708512306,0.7763540505202358
2003-01-31,1.0101655982020514,0.7862913823668947
2003-02-03,1.0102798841167204,0.7892006604816522
2003-02-04,1.0106355022411793,0.778625371631198
2003-02-05,1.0114435720470114,0.7748101073102052
2003-02-06,1.0107374807439304,0.7698513226234199
2003-02-07,1.01032538101388,0.7616908986036116
2003-02-10,1.0108723568185696,0.7669465658039765
2003-02-11,1.0104697647760401,0.7615012451867683
2003-02-12,1.0107523876061664,0.7519824796219338
2003-02-13,1.012210798356094,0.7500273251749167
2003-02-14,1.0140809126526469,0.76427784435324
2003-02-18,1.0150792517852505,0.779410545671434
2003-02-19,1.015926453175962,0.773954671851734
2003-02-20,1.0172114856228016,0.7675308480753646
2003-02-21,1.0196393727124982,0.777585502185152
2003-02-24,1.021886997881694,0.7637444802462563
2003-02-25,1.0240715043465276,0.76909069160798
2003-02-26,1.027365668021683,0.7597077851703627
2003-02-27,1.0298988264944646,0.768444424699822
2003-02-28,1.0305789413325492,0.7715950468410913
2003-03-03,1.0331448411586535,0.7664253600272559
2003-03-04,1.0366051192331,0.7553888348428635
2003-03-05,1.0383004673383232,0.7612808677546378
2003-03-06,1.0425933250024826,0.7548861084654989
2003-03-07,1.0452219121690578,0.7606232428898367
2003-03-10,1.0484966440568655,0.7426725343576366
2003-03-11,1.0509789550935684,0.7366568868293397
2003-03-12,1.0536130967281705,0.7390141888671937
2003-03-13,1.0566956981340503,0.7640667698697916
2003-03-14,1.059768090377448,0.7650600566706224
2003-03-17,1.0647717767707392,0.7911486046030907
2003-03-18,1.0686263690728721,0.7946296584633442
2003-03-19,1.0726073864867118,0.8003509920042804
2003-03-20,1.074399396449934,0.8025919747818923
2003-03-21,1.0760080252209447,0.8201687390296157
2003-03-24,1.0780112313329675,0.7926110693982207
2003-03-25,1.0777078673307878,0.8022016633379392
2003-03-26,1.0773946683990498,0.7977895541895805
2003-03-27,1.0776090028216703,0.7970715435908099
2003-03-28,1.0774004936585597,0.793245600181574
2003-03-31,1.0782892241434126,0.7800777232185598
2003-04-01,1.0774024397995992,0.7888145937186077
2003-04-02,1.0762969850766406,0.8093237731552916
2003-04-03,1.0739783216998167,0.8053580866668306
2003-04-04,1.069803355587211,0.8065661237968309
2003-04-07,1.0641225691449134,0.8080179428196652
2003-04-08,1.0601452980574373,0.806078699756898
2003-04-09,1.0528211618367693,0.7957608924000097
2003-04-10,1.0493917797668104,0.7998988490404898
2003-04-11,1.0452708858349442,0.7973391727235603
2003-04-14,1.0392328508046953,0.8123291491707632
2003-04-15,1.0340896081889548,0.8173655898956219
2003-04-16,1.030719760970026,0.8082928318477806
2003-04-17,1.026904318072929,0.8205788828918669
2003-04-21,1.0264198240428921,0.8196762461206858
2003-04-22,1.0267051628515367,0.8366435444153839
2003-04-23,1.025910541344606,0.8440896719606807
2003-04-24,1.0232687137315315,0.8372525456177993
2003-04-25,1.0208984314374852,0.8263682625247679
2003-04-28,1.0193113028913507,0.8409123439452039
2003-04-29,1.0196309448171155,0.8437714459146176
2003-04-30,1.016824866700704,0.844024577348392
2003-05-01,1.0151086223487717,0.8437713699751875
2003-05-02,1.015475302204103,0.8569342033468005
2003-05-05,1.0143805191262698,0.8553917217807763
2003-05-06,1.0138278902163775,0.8622348555550224
2003-05-07,1.0109360832518033,0.8582685752194693
2003-05-08,1.005972030749819,0.8497717163247966
2003-05-09,1.0055535557865944,0.8615835431817114
2003-05-12,1.0064780776616329,0.8723533374714827
2003-05-13,1.010076884912214,0.8703469247952983
2003-05-14,1.0127574600818452,0.8683451268682691
2003-05-15,1.0156051151201266,0.8747708808070944
2003-05-16,1.0142532491730958,0.8720590910765924
2003-05-19,1.0128494541237465,0.8520017319818307
2003-05-20,1.0112106270290349,0.8509793299034525
2003-05-21,1.010097199320373,0.8544683451560566
2003-05-22,1.0073270870445745,0.8626712412695549
2003-05-23,1.0036983714532492,0.8649141864968557
2003-05-27,1.0008112974996557,0.8817800131335445
2003-05-28,0.9977735649093049,0.8837199291624382
2003-05-29,0.9961650115198203,0.8814222573466158
2003-05-30,0.995228321424935,0.8949080178840192
2003-06-02,0.9943283518592985,0.8983981591537669
2003-06-03,0.993309940897577,0.9019019119744666
2003-06-04,0.9922924681421399,0.9159715818012683
2003-06-05,0.9914197419309303,0.9210094255011753
2003-06-06,0.990046415509421,0.9179700943970214
2003-06-09,0.987928515603327,0.9059446861604203
2003-06-10,0.9857098601641325,0.9145511606789444
2003-06-11,0.9849143790579272,0.9263488706517027
2003-06-12,0.9839442206230113,0.9280162986188758
2003-06-13,0.9814866641518201,0.9185505323729632
2003-06-16,0.9802633281772849,0.9382075137657447
2003-06-17,0.9787289166054761,0.9394271835336403
2003-06-18,0.9777164788072576,0.9380180427583399
2003-06-19,0.9764180351430577,0.9240415739212406
2003-06-20,0.9735355347045472,0.9245035947082012
2003-06-23,0.972479944992342,0.9104511400686366
2003-06-24,0.9712775045566158,0.9122720423487739
2003-06-25,0.9709027825941439,0.9067984100946812
2003-06-26,0.9696810286604546,0.9168638724467323
2003-06-27,0.9680106627669247,0.9091622159181798
2003-06-30,0.9666704808336469,0.907525723929527
2003-07-01,0.9650979288057959,0.9141506617142127
2003-07-02,0.9648688242309065,0.9258517901841545
2003-07-03,0.9653304434052832,0.9191856572948286
2003-07-07,0.9661231390856647,0.9367421033491597
